Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 310634 to 310634
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
[?1034hDumping EventVeto data from run 310634 to run 310634  lasting from Fri Oct 14 18:00:39 2016 UTC to Sat Oct 15 18:10:24 2016 UTC
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:29:41 2016 UTC-Fri Oct 14 18:29:41 2016 UTC (0.001 )  Time stamp start 1476469781214806365 end 1476469781213806365  Run 310634, LB 32, lumi 4.78
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:32:31 2016 UTC-Fri Oct 14 18:32:31 2016 UTC (0.001 )  Time stamp start 1476469951409906965 end 1476469951408906965  Run 310634, LB 35, lumi 13.05
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:32:34 2016 UTC-Fri Oct 14 18:32:34 2016 UTC (0.001 )  Time stamp start 1476469954456738695 end 1476469954455738695  Run 310634, LB 35, lumi 13.05
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:32:36 2016 UTC-Fri Oct 14 18:32:36 2016 UTC (0.000 )  Time stamp start 1476469956374908135 end 1476469956374907710  Run 310634, LB 35, lumi 0.01
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:32:53 2016 UTC-Fri Oct 14 18:32:53 2016 UTC (0.000 )  Time stamp start 1476469973137086835 end 1476469973137004120  Run 310634, LB 35, lumi 1.08
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:33:47 2016 UTC-Fri Oct 14 18:33:47 2016 UTC (0.001 )  Time stamp start 1476470027804578175 end 1476470027803578175  Run 310634, LB 36, lumi 12.50
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:00 2016 UTC-Fri Oct 14 18:34:00 2016 UTC (0.001 )  Time stamp start 1476470040994961010 end 1476470040993961010  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:04 2016 UTC-Fri Oct 14 18:34:04 2016 UTC (0.001 )  Time stamp start 1476470044239755400 end 1476470044238755400  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:07 2016 UTC-Fri Oct 14 18:34:07 2016 UTC (0.001 )  Time stamp start 1476470047785287595 end 1476470047784287595  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:10 2016 UTC-Fri Oct 14 18:34:10 2016 UTC (0.001 )  Time stamp start 1476470050339586450 end 1476470050338586450  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:11 2016 UTC-Fri Oct 14 18:34:11 2016 UTC (0.001 )  Time stamp start 1476470051994350635 end 1476470051993350635  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:13 2016 UTC-Fri Oct 14 18:34:13 2016 UTC (0.001 )  Time stamp start 1476470053844790990 end 1476470053843790990  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:15 2016 UTC-Fri Oct 14 18:34:15 2016 UTC (0.001 )  Time stamp start 1476470055192660570 end 1476470055191660570  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:16 2016 UTC-Fri Oct 14 18:34:16 2016 UTC (0.001 )  Time stamp start 1476470056779393790 end 1476470056778393790  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:18 2016 UTC-Fri Oct 14 18:34:18 2016 UTC (0.001 )  Time stamp start 1476470058437469435 end 1476470058436469435  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:19 2016 UTC-Fri Oct 14 18:34:19 2016 UTC (0.000 )  Time stamp start 1476470059605556535 end 1476470059605555810  Run 310634, LB 37, lumi 0.01
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:26 2016 UTC-Fri Oct 14 18:34:26 2016 UTC (0.001 )  Time stamp start 1476470066195221135 end 1476470066194221135  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:28 2016 UTC-Fri Oct 14 18:34:28 2016 UTC (0.001 )  Time stamp start 1476470068288584120 end 1476470068287584120  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:31 2016 UTC-Fri Oct 14 18:34:31 2016 UTC (0.001 )  Time stamp start 1476470071290298495 end 1476470071289298495  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:32 2016 UTC-Fri Oct 14 18:34:32 2016 UTC (0.001 )  Time stamp start 1476470072910335540 end 1476470072909335540  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:34 2016 UTC-Fri Oct 14 18:34:34 2016 UTC (0.001 )  Time stamp start 1476470074949991955 end 1476470074948991955  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:36 2016 UTC-Fri Oct 14 18:34:36 2016 UTC (0.001 )  Time stamp start 1476470076619264165 end 1476470076618264165  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:38 2016 UTC-Fri Oct 14 18:34:38 2016 UTC (0.001 )  Time stamp start 1476470078008969575 end 1476470078007969575  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:41 2016 UTC-Fri Oct 14 18:34:41 2016 UTC (0.001 )  Time stamp start 1476470081402075555 end 1476470081401075555  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:44 2016 UTC-Fri Oct 14 18:34:44 2016 UTC (0.001 )  Time stamp start 1476470084767029390 end 1476470084766029240  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:46 2016 UTC-Fri Oct 14 18:34:46 2016 UTC (0.001 )  Time stamp start 1476470086092943145 end 1476470086091943145  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:50 2016 UTC-Fri Oct 14 18:34:50 2016 UTC (0.001 )  Time stamp start 1476470090610811760 end 1476470090609811760  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:51 2016 UTC-Fri Oct 14 18:34:51 2016 UTC (0.001 )  Time stamp start 1476470091848646635 end 1476470091847646635  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:54 2016 UTC-Fri Oct 14 18:34:54 2016 UTC (0.001 )  Time stamp start 1476470094696229235 end 1476470094695229235  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:56 2016 UTC-Fri Oct 14 18:34:56 2016 UTC (0.001 )  Time stamp start 1476470096284000130 end 1476470096282999960  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:34:58 2016 UTC-Fri Oct 14 18:34:58 2016 UTC (0.001 )  Time stamp start 1476470098847184400 end 1476470098846184400  Run 310634, LB 37, lumi 12.55
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:01 2016 UTC-Fri Oct 14 18:35:01 2016 UTC (0.001 )  Time stamp start 1476470101171588560 end 1476470101170588560  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:02 2016 UTC-Fri Oct 14 18:35:02 2016 UTC (0.001 )  Time stamp start 1476470102985400260 end 1476470102984400260  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:06 2016 UTC-Fri Oct 14 18:35:06 2016 UTC (0.001 )  Time stamp start 1476470106144306095 end 1476470106143306095  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:08 2016 UTC-Fri Oct 14 18:35:08 2016 UTC (0.001 )  Time stamp start 1476470108773142945 end 1476470108772142945  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:13 2016 UTC-Fri Oct 14 18:35:13 2016 UTC (0.001 )  Time stamp start 1476470113084449300 end 1476470113083449300  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:18 2016 UTC-Fri Oct 14 18:35:18 2016 UTC (0.001 )  Time stamp start 1476470118195168925 end 1476470118194168925  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:21 2016 UTC-Fri Oct 14 18:35:21 2016 UTC (0.001 )  Time stamp start 1476470121136331425 end 1476470121135331425  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:23 2016 UTC-Fri Oct 14 18:35:23 2016 UTC (0.001 )  Time stamp start 1476470123544457495 end 1476470123543457495  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:25 2016 UTC-Fri Oct 14 18:35:25 2016 UTC (0.001 )  Time stamp start 1476470125694973045 end 1476470125693973045  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:27 2016 UTC-Fri Oct 14 18:35:27 2016 UTC (0.001 )  Time stamp start 1476470127624954515 end 1476470127623954515  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:35:29 2016 UTC-Fri Oct 14 18:35:29 2016 UTC (0.001 )  Time stamp start 1476470129485570755 end 1476470129484570755  Run 310634, LB 38, lumi 11.29
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:04 2016 UTC-Fri Oct 14 18:36:04 2016 UTC (0.001 )  Time stamp start 1476470164367031505 end 1476470164366031505  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:06 2016 UTC-Fri Oct 14 18:36:06 2016 UTC (0.001 )  Time stamp start 1476470166461410780 end 1476470166460410780  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:07 2016 UTC-Fri Oct 14 18:36:07 2016 UTC (0.001 )  Time stamp start 1476470167074046555 end 1476470167073046555  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:08 2016 UTC-Fri Oct 14 18:36:08 2016 UTC (0.001 )  Time stamp start 1476470168740983730 end 1476470168739983580  Run 310634, LB 39, lumi 13.24
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:14 2016 UTC-Fri Oct 14 18:36:14 2016 UTC (0.001 )  Time stamp start 1476470174109995235 end 1476470174108995235  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:15 2016 UTC-Fri Oct 14 18:36:15 2016 UTC (0.001 )  Time stamp start 1476470175168266170 end 1476470175167266170  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:16 2016 UTC-Fri Oct 14 18:36:16 2016 UTC (0.001 )  Time stamp start 1476470176479647015 end 1476470176478647015  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:17 2016 UTC-Fri Oct 14 18:36:17 2016 UTC (0.001 )  Time stamp start 1476470177720055735 end 1476470177719055735  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:19 2016 UTC-Fri Oct 14 18:36:19 2016 UTC (0.001 )  Time stamp start 1476470179734716420 end 1476470179733716420  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:20 2016 UTC-Fri Oct 14 18:36:20 2016 UTC (0.001 )  Time stamp start 1476470180911228935 end 1476470180910228935  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:22 2016 UTC-Fri Oct 14 18:36:22 2016 UTC (0.001 )  Time stamp start 1476470182069063530 end 1476470182068063530  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:23 2016 UTC-Fri Oct 14 18:36:23 2016 UTC (0.001 )  Time stamp start 1476470183897892705 end 1476470183896892705  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:26 2016 UTC-Fri Oct 14 18:36:26 2016 UTC (0.001 )  Time stamp start 1476470186844715730 end 1476470186843715730  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:27 2016 UTC-Fri Oct 14 18:36:27 2016 UTC (0.001 )  Time stamp start 1476470187901204630 end 1476470187900204630  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:29 2016 UTC-Fri Oct 14 18:36:29 2016 UTC (0.001 )  Time stamp start 1476470189621146955 end 1476470189620146955  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:31 2016 UTC-Fri Oct 14 18:36:31 2016 UTC (0.001 )  Time stamp start 1476470191484408450 end 1476470191483408450  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:33 2016 UTC-Fri Oct 14 18:36:33 2016 UTC (0.001 )  Time stamp start 1476470193650453985 end 1476470193649453985  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:34 2016 UTC-Fri Oct 14 18:36:34 2016 UTC (0.001 )  Time stamp start 1476470194999190380 end 1476470194998190380  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:37 2016 UTC-Fri Oct 14 18:36:37 2016 UTC (0.001 )  Time stamp start 1476470197179336480 end 1476470197178336480  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:38 2016 UTC-Fri Oct 14 18:36:38 2016 UTC (0.001 )  Time stamp start 1476470198082256075 end 1476470198081256075  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:39 2016 UTC-Fri Oct 14 18:36:39 2016 UTC (0.001 )  Time stamp start 1476470199170304845 end 1476470199169304845  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:40 2016 UTC-Fri Oct 14 18:36:40 2016 UTC (0.001 )  Time stamp start 1476470200876809720 end 1476470200875809720  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:42 2016 UTC-Fri Oct 14 18:36:42 2016 UTC (0.001 )  Time stamp start 1476470202535917280 end 1476470202534917280  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:37:06 2016 UTC-Fri Oct 14 18:37:06 2016 UTC (0.001 )  Time stamp start 1476470226825854655 end 1476470226824854655  Run 310634, LB 40, lumi 13.44
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:37:09 2016 UTC-Fri Oct 14 18:37:09 2016 UTC (0.001 )  Time stamp start 1476470229905408600 end 1476470229904408600  Run 310634, LB 40, lumi 13.44
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:37:11 2016 UTC-Fri Oct 14 18:37:11 2016 UTC (0.001 )  Time stamp start 1476470231231196930 end 1476470231230196930  Run 310634, LB 40, lumi 13.44
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:37:11 2016 UTC-Fri Oct 14 18:37:11 2016 UTC (0.001 )  Time stamp start 1476470231804845650 end 1476470231803845650  Run 310634, LB 40, lumi 13.44
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:37:12 2016 UTC-Fri Oct 14 18:37:12 2016 UTC (0.001 )  Time stamp start 1476470232807115000 end 1476470232806115000  Run 310634, LB 40, lumi 13.44
