Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 310634 to 310634
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
[?1034hDumping EventVeto data from run 310634 to run 310634  lasting from Fri Oct 14 18:00:39 2016 UTC to Sat Oct 15 18:10:24 2016 UTC
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:29:41 2016 UTC-Fri Oct 14 18:29:41 2016 UTC (0.001 )  Time stamp start 1476469781558850965 end 1476469781557850965  Run 310634, LB 32, lumi 4.78
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:18 2016 UTC-Fri Oct 14 18:36:18 2016 UTC (0.001 )  Time stamp start 1476470178053889470 end 1476470178052889470  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:20 2016 UTC-Fri Oct 14 18:36:20 2016 UTC (0.001 )  Time stamp start 1476470180202962215 end 1476470180201962065  Run 310634, LB 39, lumi 13.24
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:21 2016 UTC-Fri Oct 14 18:36:21 2016 UTC (0.001 )  Time stamp start 1476470181394899480 end 1476470181393899480  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:22 2016 UTC-Fri Oct 14 18:36:22 2016 UTC (0.001 )  Time stamp start 1476470182920586320 end 1476470182919586320  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:24 2016 UTC-Fri Oct 14 18:36:24 2016 UTC (0.001 )  Time stamp start 1476470184315568715 end 1476470184314568715  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:25 2016 UTC-Fri Oct 14 18:36:25 2016 UTC (0.001 )  Time stamp start 1476470185540197905 end 1476470185539197905  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:27 2016 UTC-Fri Oct 14 18:36:27 2016 UTC (0.001 )  Time stamp start 1476470187482244360 end 1476470187481244360  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:28 2016 UTC-Fri Oct 14 18:36:28 2016 UTC (0.001 )  Time stamp start 1476470188312136230 end 1476470188311136230  Run 310634, LB 39, lumi 13.23
Event Veto ['NoiseBurst'], Fri Oct 14 18:36:30 2016 UTC-Fri Oct 14 18:36:30 2016 UTC (0.010 )  Time stamp start 1476470190727507110 end 1476470190717488770  Run 310634, LB 39, lumi 132.58
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:32 2016 UTC-Fri Oct 14 18:36:32 2016 UTC (0.001 )  Time stamp start 1476470192887245185 end 1476470192886245185  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:34 2016 UTC-Fri Oct 14 18:36:34 2016 UTC (0.001 )  Time stamp start 1476470194154393610 end 1476470194153393610  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:36 2016 UTC-Fri Oct 14 18:36:36 2016 UTC (0.001 )  Time stamp start 1476470196376732430 end 1476470196375732430  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:37 2016 UTC-Fri Oct 14 18:36:37 2016 UTC (0.001 )  Time stamp start 1476470197345487425 end 1476470197344487425  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:38 2016 UTC-Fri Oct 14 18:36:38 2016 UTC (0.001 )  Time stamp start 1476470198298246270 end 1476470198297246270  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:39 2016 UTC-Fri Oct 14 18:36:39 2016 UTC (0.001 )  Time stamp start 1476470199515386325 end 1476470199514386325  Run 310634, LB 39, lumi 13.23
Event Veto ['MiniNoiseBurst'], Fri Oct 14 18:36:41 2016 UTC-Fri Oct 14 18:36:41 2016 UTC (0.001 )  Time stamp start 1476470201583117685 end 1476470201582117685  Run 310634, LB 39, lumi 13.23
