Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 311170 to 311170
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
[?1034hDumping EventVeto data from run 311170 to run 311170  lasting from Fri Oct 21 18:53:49 2016 UTC to Sat Oct 22 12:39:09 2016 UTC
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:24:03 2016 UTC-Fri Oct 21 20:24:03 2016 UTC (0.001 )  Time stamp start 1477081443124564085 end 1477081443123564085  Run 311170, LB 97, lumi 11.50
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:12 2016 UTC-Fri Oct 21 20:31:12 2016 UTC (0.001 )  Time stamp start 1477081872916049845 end 1477081872915049845  Run 311170, LB 104, lumi 12.75
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:14 2016 UTC-Fri Oct 21 20:31:14 2016 UTC (0.001 )  Time stamp start 1477081874196656340 end 1477081874195656340  Run 311170, LB 104, lumi 12.75
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:16 2016 UTC-Fri Oct 21 20:31:16 2016 UTC (0.001 )  Time stamp start 1477081876782653500 end 1477081876781653375  Run 311170, LB 104, lumi 12.75
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:18 2016 UTC-Fri Oct 21 20:31:18 2016 UTC (0.001 )  Time stamp start 1477081878578063320 end 1477081878577063320  Run 311170, LB 104, lumi 12.75
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:21 2016 UTC-Fri Oct 21 20:31:21 2016 UTC (0.001 )  Time stamp start 1477081881022259885 end 1477081881021259885  Run 311170, LB 104, lumi 12.75
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:23 2016 UTC-Fri Oct 21 20:31:23 2016 UTC (0.001 )  Time stamp start 1477081883140198780 end 1477081883139198780  Run 311170, LB 105, lumi 12.71
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:24 2016 UTC-Fri Oct 21 20:31:24 2016 UTC (0.001 )  Time stamp start 1477081884206166765 end 1477081884205166765  Run 311170, LB 105, lumi 12.71
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:25 2016 UTC-Fri Oct 21 20:31:25 2016 UTC (0.001 )  Time stamp start 1477081885948958540 end 1477081885947958540  Run 311170, LB 105, lumi 12.71
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:38 2016 UTC-Fri Oct 21 20:31:38 2016 UTC (0.001 )  Time stamp start 1477081898081116065 end 1477081898080116065  Run 311170, LB 105, lumi 12.71
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:40 2016 UTC-Fri Oct 21 20:31:40 2016 UTC (0.001 )  Time stamp start 1477081900727246230 end 1477081900726022320  Run 311170, LB 105, lumi 15.56
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:43 2016 UTC-Fri Oct 21 20:31:43 2016 UTC (0.001 )  Time stamp start 1477081903738623135 end 1477081903737623135  Run 311170, LB 105, lumi 12.71
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:47 2016 UTC-Fri Oct 21 20:31:47 2016 UTC (0.001 )  Time stamp start 1477081907924580535 end 1477081907923580535  Run 311170, LB 105, lumi 12.71
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:49 2016 UTC-Fri Oct 21 20:31:49 2016 UTC (0.001 )  Time stamp start 1477081909044331760 end 1477081909043331760  Run 311170, LB 105, lumi 12.71
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:31:50 2016 UTC-Fri Oct 21 20:31:50 2016 UTC (0.001 )  Time stamp start 1477081910307002140 end 1477081910306002140  Run 311170, LB 105, lumi 12.71
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:32:27 2016 UTC-Fri Oct 21 20:32:27 2016 UTC (0.001 )  Time stamp start 1477081947767808020 end 1477081947766808020  Run 311170, LB 106, lumi 12.69
Event Veto ['NoiseBurst'], Fri Oct 21 20:32:42 2016 UTC-Fri Oct 21 20:32:42 2016 UTC (0.010 )  Time stamp start 1477081962535282420 end 1477081962525218845  Run 311170, LB 106, lumi 127.67
Event Veto ['NoiseBurst'], Fri Oct 21 20:32:45 2016 UTC-Fri Oct 21 20:32:45 2016 UTC (0.000 )  Time stamp start 1477081965376218825 end 1477081965376211065  Run 311170, LB 106, lumi 0.10
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:32:50 2016 UTC-Fri Oct 21 20:32:50 2016 UTC (0.001 )  Time stamp start 1477081970845020820 end 1477081970844020820  Run 311170, LB 106, lumi 12.69
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:33:27 2016 UTC-Fri Oct 21 20:33:27 2016 UTC (0.001 )  Time stamp start 1477082007665399375 end 1477082007664399050  Run 311170, LB 107, lumi 12.67
Event Veto ['NoiseBurst'], Fri Oct 21 20:33:44 2016 UTC-Fri Oct 21 20:33:44 2016 UTC (0.000 )  Time stamp start 1477082024541659095 end 1477082024541640810  Run 311170, LB 107, lumi 0.23
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:33:47 2016 UTC-Fri Oct 21 20:33:47 2016 UTC (0.001 )  Time stamp start 1477082027084583330 end 1477082027083583330  Run 311170, LB 107, lumi 12.67
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:33:52 2016 UTC-Fri Oct 21 20:33:52 2016 UTC (0.001 )  Time stamp start 1477082032482485960 end 1477082032481485660  Run 311170, LB 107, lumi 12.67
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:34:27 2016 UTC-Fri Oct 21 20:34:27 2016 UTC (0.001 )  Time stamp start 1477082067448237560 end 1477082067447237385  Run 311170, LB 108, lumi 12.12
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:36:02 2016 UTC-Fri Oct 21 20:36:02 2016 UTC (0.001 )  Time stamp start 1477082162546837145 end 1477082162545837145  Run 311170, LB 109, lumi 9.84
Event Veto ['NoiseBurst'], Fri Oct 21 20:36:46 2016 UTC-Fri Oct 21 20:36:46 2016 UTC (0.010 )  Time stamp start 1477082206146191610 end 1477082206136128810  Run 311170, LB 110, lumi 80.61
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:38:02 2016 UTC-Fri Oct 21 20:38:02 2016 UTC (0.001 )  Time stamp start 1477082282312324175 end 1477082282311324175  Run 311170, LB 111, lumi 7.96
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:38:08 2016 UTC-Fri Oct 21 20:38:08 2016 UTC (0.001 )  Time stamp start 1477082288028149285 end 1477082288027149285  Run 311170, LB 111, lumi 7.96
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:38:14 2016 UTC-Fri Oct 21 20:38:14 2016 UTC (0.001 )  Time stamp start 1477082294723041265 end 1477082294722041265  Run 311170, LB 112, lumi 8.00
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:38:22 2016 UTC-Fri Oct 21 20:38:22 2016 UTC (0.001 )  Time stamp start 1477082302579473840 end 1477082302578473840  Run 311170, LB 112, lumi 8.00
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:38:34 2016 UTC-Fri Oct 21 20:38:34 2016 UTC (0.001 )  Time stamp start 1477082314062624625 end 1477082314061624325  Run 311170, LB 112, lumi 8.01
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:38:44 2016 UTC-Fri Oct 21 20:38:44 2016 UTC (0.001 )  Time stamp start 1477082324657905535 end 1477082324656905235  Run 311170, LB 112, lumi 8.01
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:38:55 2016 UTC-Fri Oct 21 20:38:55 2016 UTC (0.001 )  Time stamp start 1477082335452544850 end 1477082335451544850  Run 311170, LB 112, lumi 8.00
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:39:03 2016 UTC-Fri Oct 21 20:39:03 2016 UTC (0.001 )  Time stamp start 1477082343158945980 end 1477082343157945805  Run 311170, LB 112, lumi 8.00
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:39:15 2016 UTC-Fri Oct 21 20:39:15 2016 UTC (0.001 )  Time stamp start 1477082355785920785 end 1477082355784920785  Run 311170, LB 113, lumi 8.00
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:39:22 2016 UTC-Fri Oct 21 20:39:22 2016 UTC (0.001 )  Time stamp start 1477082362956096985 end 1477082362955096985  Run 311170, LB 113, lumi 8.00
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:39:32 2016 UTC-Fri Oct 21 20:39:32 2016 UTC (0.001 )  Time stamp start 1477082372757210820 end 1477082372756210820  Run 311170, LB 113, lumi 8.00
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:39:45 2016 UTC-Fri Oct 21 20:39:45 2016 UTC (0.001 )  Time stamp start 1477082385124472650 end 1477082385123472650  Run 311170, LB 113, lumi 8.00
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:39:55 2016 UTC-Fri Oct 21 20:39:55 2016 UTC (0.001 )  Time stamp start 1477082395072319360 end 1477082395071319210  Run 311170, LB 113, lumi 8.00
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:40:04 2016 UTC-Fri Oct 21 20:40:04 2016 UTC (0.001 )  Time stamp start 1477082404364487260 end 1477082404363487260  Run 311170, LB 113, lumi 8.00
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:40:13 2016 UTC-Fri Oct 21 20:40:13 2016 UTC (0.001 )  Time stamp start 1477082413975679555 end 1477082413974679555  Run 311170, LB 114, lumi 7.87
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:42:06 2016 UTC-Fri Oct 21 20:42:06 2016 UTC (0.001 )  Time stamp start 1477082526899183285 end 1477082526898183285  Run 311170, LB 115, lumi 7.77
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:42:17 2016 UTC-Fri Oct 21 20:42:17 2016 UTC (0.001 )  Time stamp start 1477082537871923000 end 1477082537870923000  Run 311170, LB 116, lumi 7.60
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:42:31 2016 UTC-Fri Oct 21 20:42:31 2016 UTC (0.001 )  Time stamp start 1477082551537293925 end 1477082551536293925  Run 311170, LB 116, lumi 7.60
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:42:49 2016 UTC-Fri Oct 21 20:42:49 2016 UTC (0.001 )  Time stamp start 1477082569166664160 end 1477082569165664160  Run 311170, LB 116, lumi 7.60
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:42:57 2016 UTC-Fri Oct 21 20:42:57 2016 UTC (0.001 )  Time stamp start 1477082577401217260 end 1477082577400217260  Run 311170, LB 116, lumi 7.60
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:43:09 2016 UTC-Fri Oct 21 20:43:09 2016 UTC (0.001 )  Time stamp start 1477082589256775725 end 1477082589255775725  Run 311170, LB 117, lumi 7.77
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:43:36 2016 UTC-Fri Oct 21 20:43:36 2016 UTC (0.001 )  Time stamp start 1477082616504055500 end 1477082616503055500  Run 311170, LB 117, lumi 7.77
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:43:57 2016 UTC-Fri Oct 21 20:43:57 2016 UTC (0.001 )  Time stamp start 1477082637577630185 end 1477082637576630185  Run 311170, LB 117, lumi 7.77
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:46:39 2016 UTC-Fri Oct 21 20:46:39 2016 UTC (0.001 )  Time stamp start 1477082799533105490 end 1477082799532105315  Run 311170, LB 121, lumi 7.59
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:46:48 2016 UTC-Fri Oct 21 20:46:48 2016 UTC (0.001 )  Time stamp start 1477082808858939070 end 1477082808857939070  Run 311170, LB 121, lumi 7.59
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:46:59 2016 UTC-Fri Oct 21 20:46:59 2016 UTC (0.001 )  Time stamp start 1477082819841582085 end 1477082819840582085  Run 311170, LB 121, lumi 7.59
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:47:11 2016 UTC-Fri Oct 21 20:47:11 2016 UTC (0.001 )  Time stamp start 1477082831729587090 end 1477082831728587090  Run 311170, LB 121, lumi 7.59
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:47:23 2016 UTC-Fri Oct 21 20:47:23 2016 UTC (0.001 )  Time stamp start 1477082843270979090 end 1477082843269978790  Run 311170, LB 122, lumi 7.55
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:47:33 2016 UTC-Fri Oct 21 20:47:33 2016 UTC (0.001 )  Time stamp start 1477082853197166395 end 1477082853196166395  Run 311170, LB 122, lumi 7.54
Event Veto ['MiniNoiseBurst'], Fri Oct 21 20:47:45 2016 UTC-Fri Oct 21 20:47:45 2016 UTC (0.001 )  Time stamp start 1477082865830804890 end 1477082865829804890  Run 311170, LB 122, lumi 7.54
