Warning in <TInterpreter::ReadRootmapFile>: class  UCharDbArray found in libRootCnvDict.so  is already in libStorageSvcDict.so 
Warning in <TInterpreter::ReadRootmapFile>: class  Event found in libtest_GPyTestDict.so  is already in libG4AtlasControlDict.so 
Reading event veto info from db oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2, tag LARBadChannelsOflEventVeto-RUN2-UPD4-10  Run 357821 to 357821
Reading folder /LAR/BadChannelsOfl/EventVeto from DB oracle://ATLAS_COOLPROD;schema=ATLAS_COOLOFL_LAR;dbname=CONDBR2
Data source lookup using /cvmfs/atlas.cern.ch/repo/sw/software/21.0/AtlasCore/21.0.20/InstallArea/x86_64-slc6-gcc62-opt/XML/AtlasAuthentication/dblookup.xml file
Dumping EventVeto data from run 357821 to run 357821  lasting from Wed Aug  8 01:03:45 2018 UTC to Wed Aug  8 15:21:08 2018 UTC
Event Veto ['NoiseBurst'], Wed Aug  8 02:19:54 2018 UTC-Wed Aug  8 02:19:54 2018 UTC (0.001 )  Time stamp start 1533694794565180175 end 1533694794564060510  Run 357821, LB 84, lumi 17.55
Event Veto ['NoiseBurst'], Wed Aug  8 02:27:39 2018 UTC-Wed Aug  8 02:27:39 2018 UTC (0.001 )  Time stamp start 1533695259002132970 end 1533695259000981345  Run 357821, LB 92, lumi 17.53
Event Veto ['NoiseBurst', 'MiniNoiseBurst'], Wed Aug  8 02:28:44 2018 UTC-Wed Aug  8 02:28:44 2018 UTC (0.001 )  Time stamp start 1533695324473515590 end 1533695324472515590  Run 357821, LB 93, lumi 15.19
Event Veto ['MiniNoiseBurst'], Wed Aug  8 02:31:36 2018 UTC-Wed Aug  8 02:31:36 2018 UTC (0.001 )  Time stamp start 1533695496172836690 end 1533695496171836690  Run 357821, LB 96, lumi 15.02
Event Veto ['NoiseBurst'], Wed Aug  8 02:31:36 2018 UTC-Wed Aug  8 02:31:36 2018 UTC (0.001 )  Time stamp start 1533695496474724795 end 1533695496473724420  Run 357821, LB 96, lumi 15.02
Event Veto ['NoiseBurst'], Wed Aug  8 02:32:59 2018 UTC-Wed Aug  8 02:32:59 2018 UTC (0.001 )  Time stamp start 1533695579863082230 end 1533695579862081710  Run 357821, LB 98, lumi 14.97
Event Veto ['MiniNoiseBurst'], Wed Aug  8 02:34:30 2018 UTC-Wed Aug  8 02:34:30 2018 UTC (0.001 )  Time stamp start 1533695670554557880 end 1533695670553557880  Run 357821, LB 99, lumi 14.91
Event Veto ['MiniNoiseBurst'], Wed Aug  8 02:36:38 2018 UTC-Wed Aug  8 02:36:38 2018 UTC (0.001 )  Time stamp start 1533695798299760140 end 1533695798298760140  Run 357821, LB 101, lumi 14.85
Event Veto ['MiniNoiseBurst'], Wed Aug  8 02:37:48 2018 UTC-Wed Aug  8 02:37:48 2018 UTC (0.001 )  Time stamp start 1533695868173846950 end 1533695868172846950  Run 357821, LB 102, lumi 14.79
Event Veto ['MiniNoiseBurst'], Wed Aug  8 02:41:23 2018 UTC-Wed Aug  8 02:41:23 2018 UTC (0.001 )  Time stamp start 1533696083080141615 end 1533696083079141615  Run 357821, LB 106, lumi 14.60
Event Veto ['NoiseBurst'], Wed Aug  8 02:41:42 2018 UTC-Wed Aug  8 02:41:42 2018 UTC (0.001 )  Time stamp start 1533696102794056305 end 1533696102793056180  Run 357821, LB 106, lumi 14.60
Event Veto ['MiniNoiseBurst'], Wed Aug  8 02:52:35 2018 UTC-Wed Aug  8 02:52:35 2018 UTC (0.001 )  Time stamp start 1533696755827687280 end 1533696755826687280  Run 357821, LB 118, lumi 14.56
Event Veto ['NoiseBurst'], Wed Aug  8 02:53:04 2018 UTC-Wed Aug  8 02:53:04 2018 UTC (0.002 )  Time stamp start 1533696784843751215 end 1533696784842129115  Run 357821, LB 119, lumi 23.02
Event Veto ['NoiseBurst'], Wed Aug  8 02:53:05 2018 UTC-Wed Aug  8 02:53:05 2018 UTC (0.003 )  Time stamp start 1533696785165236050 end 1533696785162542195  Run 357821, LB 119, lumi 38.22
Event Veto ['NoiseBurst'], Wed Aug  8 02:53:05 2018 UTC-Wed Aug  8 02:53:05 2018 UTC (0.002 )  Time stamp start 1533696785169045780 end 1533696785166958080  Run 357821, LB 119, lumi 29.62
Event Veto ['MiniNoiseBurst'], Wed Aug  8 02:54:27 2018 UTC-Wed Aug  8 02:54:27 2018 UTC (0.001 )  Time stamp start 1533696867496238385 end 1533696867495238385  Run 357821, LB 120, lumi 15.93
Event Veto ['NoiseBurst', 'MiniNoiseBurst'], Wed Aug  8 02:55:09 2018 UTC-Wed Aug  8 02:55:09 2018 UTC (0.001 )  Time stamp start 1533696909383291905 end 1533696909382291905  Run 357821, LB 121, lumi 15.90
Event Veto ['NoiseBurst', 'MiniNoiseBurst'], Wed Aug  8 02:55:10 2018 UTC-Wed Aug  8 02:55:10 2018 UTC (0.001 )  Time stamp start 1533696910644915670 end 1533696910643915670  Run 357821, LB 121, lumi 15.90
Event Veto ['MiniNoiseBurst'], Wed Aug  8 02:56:25 2018 UTC-Wed Aug  8 02:56:25 2018 UTC (0.001 )  Time stamp start 1533696985092860165 end 1533696985091860165  Run 357821, LB 123, lumi 15.85
Event Veto ['NoiseBurst'], Wed Aug  8 02:58:09 2018 UTC-Wed Aug  8 02:58:09 2018 UTC (0.158 )  Time stamp start 1533697089868873885 end 1533697089711265375  Run 357821, LB 124, lumi 2492.72
Event Veto ['NoiseBurst'], Wed Aug  8 02:58:11 2018 UTC-Wed Aug  8 02:58:11 2018 UTC (0.211 )  Time stamp start 1533697091888497275 end 1533697091677839775  Run 357821, LB 124, lumi 3331.73
Event Veto ['NoiseBurst'], Wed Aug  8 02:58:59 2018 UTC-Wed Aug  8 02:58:59 2018 UTC (0.001 )  Time stamp start 1533697139169229585 end 1533697139168107375  Run 357821, LB 125, lumi 17.71
Event Veto ['MiniNoiseBurst'], Wed Aug  8 03:02:10 2018 UTC-Wed Aug  8 03:02:10 2018 UTC (0.001 )  Time stamp start 1533697330931368735 end 1533697330930368735  Run 357821, LB 128, lumi 15.73
Event Veto ['NoiseBurst'], Wed Aug  8 03:03:46 2018 UTC-Wed Aug  8 03:03:46 2018 UTC (0.001 )  Time stamp start 1533697426392138055 end 1533697426391137180  Run 357821, LB 130, lumi 15.67
Event Veto ['NoiseBurst'], Wed Aug  8 03:07:02 2018 UTC-Wed Aug  8 03:07:02 2018 UTC (0.001 )  Time stamp start 1533697622720902165 end 1533697622719420090  Run 357821, LB 134, lumi 23.02
Event Veto ['MiniNoiseBurst'], Wed Aug  8 03:07:17 2018 UTC-Wed Aug  8 03:07:17 2018 UTC (0.001 )  Time stamp start 1533697637072362355 end 1533697637071362355  Run 357821, LB 134, lumi 15.53
Event Veto ['NoiseBurst'], Wed Aug  8 03:09:26 2018 UTC-Wed Aug  8 03:09:26 2018 UTC (0.001 )  Time stamp start 1533697766366667005 end 1533697766365666005  Run 357821, LB 136, lumi 15.49
Event Veto ['NoiseBurst'], Wed Aug  8 03:11:41 2018 UTC-Wed Aug  8 03:11:41 2018 UTC (0.001 )  Time stamp start 1533697901753599650 end 1533697901752598775  Run 357821, LB 139, lumi 15.41
Event Veto ['NoiseBurst'], Wed Aug  8 03:11:44 2018 UTC-Wed Aug  8 03:11:44 2018 UTC (0.001 )  Time stamp start 1533697904003923190 end 1533697904002922195  Run 357821, LB 139, lumi 15.41
Event Veto ['MiniNoiseBurst'], Wed Aug  8 03:13:30 2018 UTC-Wed Aug  8 03:13:30 2018 UTC (0.001 )  Time stamp start 1533698010029629045 end 1533698010028629045  Run 357821, LB 141, lumi 15.32
Event Veto ['NoiseBurst', 'MiniNoiseBurst'], Wed Aug  8 03:15:54 2018 UTC-Wed Aug  8 03:15:54 2018 UTC (0.001 )  Time stamp start 1533698154239723820 end 1533698154238723820  Run 357821, LB 143, lumi 15.29
Event Veto ['NoiseBurst'], Wed Aug  8 03:15:56 2018 UTC-Wed Aug  8 03:15:56 2018 UTC (0.001 )  Time stamp start 1533698156265958735 end 1533698156264828340  Run 357821, LB 143, lumi 17.28
Event Veto ['MiniNoiseBurst'], Wed Aug  8 03:17:05 2018 UTC-Wed Aug  8 03:17:05 2018 UTC (0.001 )  Time stamp start 1533698225208661630 end 1533698225207661630  Run 357821, LB 144, lumi 15.28
Event Veto ['NoiseBurst'], Wed Aug  8 03:20:16 2018 UTC-Wed Aug  8 03:20:16 2018 UTC (0.002 )  Time stamp start 1533698416616823830 end 1533698416615000180  Run 357821, LB 147, lumi 27.67
Event Veto ['NoiseBurst'], Wed Aug  8 03:20:16 2018 UTC-Wed Aug  8 03:20:16 2018 UTC (0.005 )  Time stamp start 1533698416664560980 end 1533698416659338415  Run 357821, LB 147, lumi 79.23
Event Veto ['NoiseBurst'], Wed Aug  8 03:20:37 2018 UTC-Wed Aug  8 03:20:37 2018 UTC (0.002 )  Time stamp start 1533698437792026865 end 1533698437790365695  Run 357821, LB 148, lumi 25.15
Event Veto ['NoiseBurst'], Wed Aug  8 03:20:37 2018 UTC-Wed Aug  8 03:20:37 2018 UTC (0.004 )  Time stamp start 1533698437797009975 end 1533698437792757650  Run 357821, LB 148, lumi 64.37
Event Veto ['NoiseBurst'], Wed Aug  8 03:20:37 2018 UTC-Wed Aug  8 03:20:37 2018 UTC (0.003 )  Time stamp start 1533698437800862070 end 1533698437797573890  Run 357821, LB 148, lumi 49.78
Event Veto ['NoiseBurst'], Wed Aug  8 03:20:38 2018 UTC-Wed Aug  8 03:20:38 2018 UTC (0.004 )  Time stamp start 1533698438270582500 end 1533698438266273680  Run 357821, LB 148, lumi 65.23
Event Veto ['NoiseBurst'], Wed Aug  8 03:20:38 2018 UTC-Wed Aug  8 03:20:38 2018 UTC (0.004 )  Time stamp start 1533698438401482415 end 1533698438397766050  Run 357821, LB 148, lumi 56.26
Event Veto ['NoiseBurst'], Wed Aug  8 03:20:38 2018 UTC-Wed Aug  8 03:20:38 2018 UTC (0.002 )  Time stamp start 1533698438406133880 end 1533698438404564805  Run 357821, LB 148, lumi 23.75
Event Veto ['NoiseBurst'], Wed Aug  8 03:24:18 2018 UTC-Wed Aug  8 03:24:18 2018 UTC (0.001 )  Time stamp start 1533698658444136025 end 1533698658443083455  Run 357821, LB 151, lumi 15.84
Event Veto ['NoiseBurst'], Wed Aug  8 03:25:49 2018 UTC-Wed Aug  8 03:25:49 2018 UTC (0.001 )  Time stamp start 1533698749263405115 end 1533698749262404120  Run 357821, LB 153, lumi 15.01
Event Veto ['MiniNoiseBurst'], Wed Aug  8 03:29:57 2018 UTC-Wed Aug  8 03:29:57 2018 UTC (0.001 )  Time stamp start 1533698997178606350 end 1533698997177606350  Run 357821, LB 157, lumi 14.87
Event Veto ['NoiseBurst'], Wed Aug  8 03:32:36 2018 UTC-Wed Aug  8 03:32:36 2018 UTC (0.001 )  Time stamp start 1533699156778078005 end 1533699156777014405  Run 357821, LB 160, lumi 15.71
Event Veto ['NoiseBurst'], Wed Aug  8 03:35:56 2018 UTC-Wed Aug  8 03:35:56 2018 UTC (0.002 )  Time stamp start 1533699356119419215 end 1533699356117607170  Run 357821, LB 163, lumi 26.68
Event Veto ['MiniNoiseBurst'], Wed Aug  8 03:36:03 2018 UTC-Wed Aug  8 03:36:03 2018 UTC (0.001 )  Time stamp start 1533699363175916730 end 1533699363174916730  Run 357821, LB 163, lumi 14.72
Event Veto ['NoiseBurst'], Wed Aug  8 03:37:23 2018 UTC-Wed Aug  8 03:37:23 2018 UTC (0.001 )  Time stamp start 1533699443572569070 end 1533699443571563555  Run 357821, LB 165, lumi 14.74
Event Veto ['NoiseBurst'], Wed Aug  8 03:37:53 2018 UTC-Wed Aug  8 03:37:53 2018 UTC (0.001 )  Time stamp start 1533699473664253650 end 1533699473663253150  Run 357821, LB 165, lumi 14.67
Event Veto ['MiniNoiseBurst'], Wed Aug  8 03:43:34 2018 UTC-Wed Aug  8 03:43:34 2018 UTC (0.001 )  Time stamp start 1533699814612640620 end 1533699814611640620  Run 357821, LB 171, lumi 14.46
Event Veto ['MiniNoiseBurst'], Wed Aug  8 03:49:34 2018 UTC-Wed Aug  8 03:49:34 2018 UTC (0.001 )  Time stamp start 1533700174413657160 end 1533700174412657160  Run 357821, LB 177, lumi 14.30
Event Veto ['MiniNoiseBurst'], Wed Aug  8 03:50:18 2018 UTC-Wed Aug  8 03:50:18 2018 UTC (0.001 )  Time stamp start 1533700218733983180 end 1533700218732983180  Run 357821, LB 178, lumi 14.28
Event Veto ['NoiseBurst'], Wed Aug  8 03:53:31 2018 UTC-Wed Aug  8 03:53:31 2018 UTC (0.001 )  Time stamp start 1533700411162861800 end 1533700411161532975  Run 357821, LB 181, lumi 18.92
Event Veto ['NoiseBurst', 'MiniNoiseBurst'], Wed Aug  8 03:58:49 2018 UTC-Wed Aug  8 03:58:49 2018 UTC (0.001 )  Time stamp start 1533700729651688365 end 1533700729650688365  Run 357821, LB 186, lumi 14.10
Event Veto ['NoiseBurst'], Wed Aug  8 03:59:12 2018 UTC-Wed Aug  8 03:59:12 2018 UTC (0.001 )  Time stamp start 1533700752754257335 end 1533700752753257085  Run 357821, LB 187, lumi 14.09
Event Veto ['NoiseBurst'], Wed Aug  8 04:01:19 2018 UTC-Wed Aug  8 04:01:19 2018 UTC (0.001 )  Time stamp start 1533700879225379570 end 1533700879224379445  Run 357821, LB 189, lumi 14.03
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:02:14 2018 UTC-Wed Aug  8 04:02:14 2018 UTC (0.001 )  Time stamp start 1533700934497736865 end 1533700934496736865  Run 357821, LB 190, lumi 13.98
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:02:45 2018 UTC-Wed Aug  8 04:02:45 2018 UTC (0.001 )  Time stamp start 1533700965627450570 end 1533700965626450570  Run 357821, LB 190, lumi 13.98
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:03:46 2018 UTC-Wed Aug  8 04:03:46 2018 UTC (0.001 )  Time stamp start 1533701026507906760 end 1533701026506906760  Run 357821, LB 191, lumi 13.96
Event Veto ['NoiseBurst'], Wed Aug  8 04:05:14 2018 UTC-Wed Aug  8 04:05:14 2018 UTC (0.001 )  Time stamp start 1533701114143128090 end 1533701114141899190  Run 357821, LB 193, lumi 17.10
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:06:19 2018 UTC-Wed Aug  8 04:06:19 2018 UTC (0.001 )  Time stamp start 1533701179416633210 end 1533701179415633210  Run 357821, LB 194, lumi 13.88
Event Veto ['NoiseBurst'], Wed Aug  8 04:07:11 2018 UTC-Wed Aug  8 04:07:11 2018 UTC (0.002 )  Time stamp start 1533701231699488915 end 1533701231697849130  Run 357821, LB 195, lumi 22.69
Event Veto ['NoiseBurst'], Wed Aug  8 04:07:39 2018 UTC-Wed Aug  8 04:07:39 2018 UTC (0.001 )  Time stamp start 1533701259526487090 end 1533701259525486470  Run 357821, LB 196, lumi 13.84
Event Veto ['NoiseBurst'], Wed Aug  8 04:08:07 2018 UTC-Wed Aug  8 04:08:07 2018 UTC (0.001 )  Time stamp start 1533701287035822680 end 1533701287034778615  Run 357821, LB 196, lumi 14.44
Event Veto ['NoiseBurst'], Wed Aug  8 04:12:07 2018 UTC-Wed Aug  8 04:12:07 2018 UTC (0.001 )  Time stamp start 1533701527215063545 end 1533701527214062625  Run 357821, LB 200, lumi 13.76
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:14:18 2018 UTC-Wed Aug  8 04:14:18 2018 UTC (0.001 )  Time stamp start 1533701658019416190 end 1533701658018416065  Run 357821, LB 202, lumi 13.68
Event Veto ['NoiseBurst'], Wed Aug  8 04:15:32 2018 UTC-Wed Aug  8 04:15:32 2018 UTC (0.016 )  Time stamp start 1533701732094399310 end 1533701732078650505  Run 357821, LB 204, lumi 214.23
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:15:45 2018 UTC-Wed Aug  8 04:15:45 2018 UTC (0.001 )  Time stamp start 1533701745713559885 end 1533701745712559885  Run 357821, LB 204, lumi 13.60
Event Veto ['NoiseBurst'], Wed Aug  8 04:16:15 2018 UTC-Wed Aug  8 04:16:15 2018 UTC (0.001 )  Time stamp start 1533701775292227375 end 1533701775291226375  Run 357821, LB 204, lumi 13.62
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:17:27 2018 UTC-Wed Aug  8 04:17:27 2018 UTC (0.001 )  Time stamp start 1533701847780683215 end 1533701847779683215  Run 357821, LB 205, lumi 13.56
Event Veto ['NoiseBurst'], Wed Aug  8 04:21:50 2018 UTC-Wed Aug  8 04:21:50 2018 UTC (0.002 )  Time stamp start 1533702110236262375 end 1533702110234105335  Run 357821, LB 210, lumi 28.97
Event Veto ['NoiseBurst'], Wed Aug  8 04:24:03 2018 UTC-Wed Aug  8 04:24:03 2018 UTC (0.001 )  Time stamp start 1533702243300396860 end 1533702243299200245  Run 357821, LB 213, lumi 15.97
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:27:54 2018 UTC-Wed Aug  8 04:27:54 2018 UTC (0.001 )  Time stamp start 1533702474377025255 end 1533702474376025255  Run 357821, LB 216, lumi 13.29
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:29:40 2018 UTC-Wed Aug  8 04:29:40 2018 UTC (0.001 )  Time stamp start 1533702580964898030 end 1533702580963898030  Run 357821, LB 218, lumi 13.29
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:33:00 2018 UTC-Wed Aug  8 04:33:00 2018 UTC (0.001 )  Time stamp start 1533702780800290550 end 1533702780799290550  Run 357821, LB 222, lumi 13.14
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:35:49 2018 UTC-Wed Aug  8 04:35:49 2018 UTC (0.001 )  Time stamp start 1533702949160349280 end 1533702949159349280  Run 357821, LB 224, lumi 13.11
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:36:08 2018 UTC-Wed Aug  8 04:36:08 2018 UTC (0.001 )  Time stamp start 1533702968607930975 end 1533702968606930975  Run 357821, LB 225, lumi 13.07
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:40:14 2018 UTC-Wed Aug  8 04:40:14 2018 UTC (0.001 )  Time stamp start 1533703214500415360 end 1533703214499415360  Run 357821, LB 229, lumi 12.95
Event Veto ['NoiseBurst'], Wed Aug  8 04:40:50 2018 UTC-Wed Aug  8 04:40:50 2018 UTC (0.002 )  Time stamp start 1533703250582304470 end 1533703250580324305  Run 357821, LB 229, lumi 25.65
Event Veto ['NoiseBurst'], Wed Aug  8 04:42:33 2018 UTC-Wed Aug  8 04:42:33 2018 UTC (0.001 )  Time stamp start 1533703353886735150 end 1533703353885734725  Run 357821, LB 232, lumi 12.89
Event Veto ['NoiseBurst'], Wed Aug  8 04:50:01 2018 UTC-Wed Aug  8 04:50:01 2018 UTC (0.001 )  Time stamp start 1533703801965896180 end 1533703801964677890  Run 357821, LB 239, lumi 15.52
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:50:43 2018 UTC-Wed Aug  8 04:50:43 2018 UTC (0.001 )  Time stamp start 1533703843765769380 end 1533703843764769380  Run 357821, LB 240, lumi 12.72
Event Veto ['NoiseBurst'], Wed Aug  8 04:55:03 2018 UTC-Wed Aug  8 04:55:03 2018 UTC (0.002 )  Time stamp start 1533704103958852090 end 1533704103957222560  Run 357821, LB 244, lumi 20.50
Event Veto ['MiniNoiseBurst'], Wed Aug  8 04:55:48 2018 UTC-Wed Aug  8 04:55:48 2018 UTC (0.001 )  Time stamp start 1533704148732545325 end 1533704148731545325  Run 357821, LB 245, lumi 12.55
Event Veto ['NoiseBurst'], Wed Aug  8 05:00:40 2018 UTC-Wed Aug  8 05:00:40 2018 UTC (0.001 )  Time stamp start 1533704440967321235 end 1533704440966125025  Run 357821, LB 250, lumi 14.88
Event Veto ['NoiseBurst'], Wed Aug  8 05:02:06 2018 UTC-Wed Aug  8 05:02:06 2018 UTC (0.001 )  Time stamp start 1533704526553938595 end 1533704526552933850  Run 357821, LB 252, lumi 11.71
Event Veto ['MiniNoiseBurst'], Wed Aug  8 05:05:24 2018 UTC-Wed Aug  8 05:05:24 2018 UTC (0.001 )  Time stamp start 1533704724039653610 end 1533704724038653610  Run 357821, LB 255, lumi 12.69
Event Veto ['NoiseBurst'], Wed Aug  8 05:06:59 2018 UTC-Wed Aug  8 05:06:59 2018 UTC (0.003 )  Time stamp start 1533704819564622380 end 1533704819561533280  Run 357821, LB 257, lumi 39.20
Event Veto ['NoiseBurst'], Wed Aug  8 05:06:59 2018 UTC-Wed Aug  8 05:06:59 2018 UTC (0.004 )  Time stamp start 1533704819569707220 end 1533704819565611930  Run 357821, LB 257, lumi 51.97
Event Veto ['NoiseBurst'], Wed Aug  8 05:09:03 2018 UTC-Wed Aug  8 05:09:03 2018 UTC (0.001 )  Time stamp start 1533704943017039420 end 1533704943016039170  Run 357821, LB 259, lumi 12.64
Event Veto ['MiniNoiseBurst'], Wed Aug  8 05:10:05 2018 UTC-Wed Aug  8 05:10:05 2018 UTC (0.001 )  Time stamp start 1533705005873460065 end 1533705005872460065  Run 357821, LB 260, lumi 12.61
Event Veto ['NoiseBurst'], Wed Aug  8 05:11:37 2018 UTC-Wed Aug  8 05:11:37 2018 UTC (0.001 )  Time stamp start 1533705097942559185 end 1533705097941558685  Run 357821, LB 261, lumi 12.60
Event Veto ['MiniNoiseBurst'], Wed Aug  8 05:13:49 2018 UTC-Wed Aug  8 05:13:49 2018 UTC (0.001 )  Time stamp start 1533705229857199850 end 1533705229856199850  Run 357821, LB 263, lumi 12.54
Event Veto ['NoiseBurst'], Wed Aug  8 05:14:02 2018 UTC-Wed Aug  8 05:14:02 2018 UTC (0.001 )  Time stamp start 1533705242074788450 end 1533705242073787700  Run 357821, LB 264, lumi 12.53
Event Veto ['NoiseBurst'], Wed Aug  8 05:16:06 2018 UTC-Wed Aug  8 05:16:06 2018 UTC (0.001 )  Time stamp start 1533705366108323055 end 1533705366107322380  Run 357821, LB 266, lumi 12.48
